index,title,description,brand,price,rating,model
105,CyberPower 6 ft. 4-Outlet Power Station with Surge Protector PS406UC,"The CyberPower PS406UC Charge and Glow USB and AC Power Station satisfies your need for power, style, and versatility-all in 1 unit. It keeps a variety of lighted color options and power solutions within reach. The Charge and Glow features 4 AC power outlets, 4 USB-A charging ports, and 1 high-wattage USB-C charging port for large and small devices. Ideal for desktops, tabletops, or any high-traffic area of the family home, the PS406UC meets the diverse power needs of today's family. The multi-color modern glow top of the Power Station can switch on and off and change color to fit decor. 4 AC outlets provide ample room for transformer-sized plugs-2 outlets are on opposite sides to keep cords organized-while providing 400 Joules of surge protection. And the low-profile, right-angle plug fits in tight places. | Highlights: Selectable, multicolor glow lighting around all sides • Protection Plans",CyberPower,39.58,0.0,PS406UC
106,Home Decorators Collection 36 in. - 72 in. Telescoping 1 in. Single Curtain Rod Kit in Matte Black with Cage Finials UMB72FPEM10,"This all-inclusive Matte Black Drapery Rod Kit with cage finials, beautifully adorns your stylish window treatments. Featuring a versatile finish that complements a variety of decor styles. This complete curtain rod kit includes a 36 in. - 72 in. telescoping pole, two 1 in. finials, brackets and mounting hardware for a quick and easy installation. | Highlights: Adjustable 36 in. L - 72 in. L telescopic rod for convenience • Matte black finish pairs well with various window treatments",Home Decorators Collection,42.98,4.8,UMB72FPEM10
107,StyleWell 6 in. x 8 in. Satin Nickel Steel Classic Arch Decorative Shelf Bracket 27790SNLHD,These StyleWell easy-to -install decorative brackets are good for wood shelving storage while enhancing your interior decor. The satin nickel classic arch design is great for use in residential and commercial spaces. Each pair of brackets supports up to 80 lbs. Screws are included for each bracket for easy installation. | Highlights: Satin nickel shelf brackets support up to 80lbs.pair • Brackets are reversible to accommodate the shelf width,StyleWell,8.98,4.8,27790SNLHD
108,SunTouch Floor Warming 8 ft. x 30 in. 120-Volt Radiant Floor Heating Mat (Covers 20 sq. ft.) 12000830R,"This 120 volt 8 foot x 30 inch SunTouch floor warming mat adds comfort and a touch of luxury to a home. This ultra-thin, low-profile system installs beneath tile, stone and even vinyl or laminate flooring. It's ideal for remodeling bathrooms and kitchens and offers an upscale option when designing new construction. It is energy efficient as well as inexpensive to operate. Dual wire technology reduces electromagnetic fields (EMF) to ultra-low levels and it is UL listed for safety.",SunTouch Floor Warming,359.97,4.4,12000830R
109,Bell + Howell Swivel Power 180-Degree Swiveling Design 6-Outlets & 3 USB Port Outlet Splitters Charging Wall Tap with Surge Protection 7544,Swivel Power by Bell plus Howell allows you to have more power in the places you need most. Each power strip has 6 power outlets and 3-USB ports. The built-in 3000-Watt surge protection allows to safely charge and power the things you need. The 180° swivel arm adjusts to fit hard to reach wall outlets. Swivel Power is made with fast charging technology so you can power up even quicker. | Highlights: 180 swivel for accessing at a comfortable position • Wireless and compact for organized storage • Protection Plans,Bell + Howell,18.58,4.6,7544
110,Lifetime 4 ft. One Hand Adjustable Height Fold-in-Half Table Almond 80726,"Lifetime's 4-Foot Light Commercial Fold-In-Half Tables are the perfect option for extra table space in your home. Whether you want to work on crafts or set some snacks out at a party, this table is a versatile solution for any household. The lightweight, fold-in-half design makes it easy to store and transport while saving space. The single-hand adjust allows you to quickly and easily raise and lower your table to the ideal height. The table is UV-protected, rust-resistant, and stain-resistant to protect from cracks, chips and peeling. This table gives you convenience and durability you can rely on for years. Lifetime's 4-Foot Fold-In-Half Table is the perfect setting for an evening with your family and friends. | Highlights: Convenient Fold-in-Half Design for Easy Transport and Storage • Adjusts to 22 in., 29 in., and 34 in. (55,9 cm, 73,7 cm, 86,4 cm) • Convenient One Hand Adj. Mechanism to Easily Adjust Table Height",Lifetime,44.98,4.7,80726
111,FIRM GRIP Pro Grip X-Large Black Synthetic Leather High Performance Glove 55283-06,"When a secure grip is needed, grab the Gel Pro Grip. The silicone performance palm is flexible, durable, and won't let go until you do. Premium gel padding provides additional protection against impacts to the back of the hand, while the stretch spandex design is lightweight and highly breathable for all-day comfort. Quickly pull on the gloves with the ergonomic pull tab and find the ideal fit with the adjustable hook and loop wrist strap. The exclusive VEIL camo pattern and touchscreen compatible technology delivers a tactical look and enhanced functionality to your go-to grip glove. Machine washable for a longer life. | Highlights: Durable silicone performance palm delivers superior grip • Premium gel Impact protection • Touchscreen compatible, save time without removing your glove",FIRM GRIP,19.97,4.1,55283-06
112,ULTRA PROGRADE ProWire Direct Wire 12 in. LED Oil-Rubbed Bronze Under Cabinet Light 64769-T1,"See your home in the best possible light with the 12 in. Ultra ProGrade ProWire Direct Wire LED Light Fixture. This light is perfect for mounting underneath or on top of kitchen cabinets, shelves and bookcases. in smaller enclosed areas, such as closets and pantries, use the lights to increase visibility and illuminate hard-to-see areas. The slim design also makes it an ideal choice for locations with limited space. This fixture is created to last and made with high-quality, oil-rubbed bronze finish to enhance your decor. For more lighting options, pair your light with an in-wall dimmer switch. Not only will you be able to control the amount of light in your room, but the temperature as well - opt for a soft, white light at full brightness or dim the lights for a softer, warmer glow. To install the light, simply wire it directly to a wall switch, keeping outlets free and eliminating visible cords. for easy mounting, utilize the keyhole slots located on the back of the light. Give your space the perfect amount of light with the 12 in. Ultra ProGrade ProWire Direct Wire LED Light Fixture. | Highlights: Provides 485 Lumens of soft white light • Easy to install - everything included in box • Full-range dimming with compatible dimmers (not included)",ULTRA PROGRADE,34.97,4.5,64769-T1
113,"HDX 20 in. x 25 in. x 6 in. AprilAire and Space-Gard Replacement Pleated Air Filter (Without Frame) FPR 7, MERV 11 HDX-A201-11-6","Indoor air quality is commonly affected by particles such as dust, pet dander, and viruses. HDX is dedicated to providing a clean and comfortable indoor environment for everyone. We have a complete array of high-quality air cleaning filters which will ensure that your indoor air quality will be the cleanest air that you and your family can breathe. | Highlights: Helps capture and trap dust, pollen, dander and other allergens • Protection Plans",HDX,31.98,4.1,HDX-A201-11-6
114,Square D Homeline 225 Amp 40-Space 80-Circuit Indoor Main Lug Plug-On Neutral Load Center with Cover HOM4080L225PC,"The Square D Homeline 225 Amp 40-Space 80-Circuit Indoor Convertible Main Lugs Load Center with cover for Plug-on Neutral breakers is UL listed for residential and commercial power distribution. This load center is built with a plated, aluminum bus bar that is tested and listed only for Homeline circuit breakers. Homeline load centers are designed for the value-minded contractors, remodelers, builders and homeowners. Homeline load centers are engineered for fast installation and wire savings. | Highlights: Cover and aluminum bus bar included • Compatible with any Square D Homeline circuit breaker",Square D,199.0,4.9,HOM4080L225PC
115,Master Flow 4 in. x 25 ft. Insulated Flexible Duct R6 Silver Jacket F6IFD4X300,"The Master Flow 4 in. x 25 ft. Insulated Flexible Duct R6 Silver Jacket is used in standard Heating and Air Conditioning (HVAC) systems and some venting applications. The duct has R6 insulation which contains 33% more insulation than the standard R4.2 product. This additional insulation provides greater thermal efficiency to save energy. The product is also covered in a heavy duty, silver jacket for durability. The duct is ETL listed, meeting the UL181 standard. | Highlights: R6 fiberglass insulation is perfect for heating and AC systems • Galvanized core wire resists rust and corrosion • Insulated duct can withstand up to 200F",Master Flow,57.71,4.7,F6IFD4X300
116,Pfister 971-250 2-3/4 in. Replacement Valve Stem Assembly for 08 Series Tub and Shower Single-Handle Faucets 864540,Pfister OEM (original equipment manufacture) 971-250 valve stem assembly. Used to replace worn or damaged assemblies in 08 series Pfister tub/shower faucets. Durable plastic construction for years of reliable use. | Highlights: Includes valve stem assembly; valve sold separately • Durable construction for a long-lasting solution • Repairs 08 Series single handle tub and shower valves,Pfister,29.08,4.2,864540
